timestamp,snapshotDate,productId,productName,category,unitPrice,currentInventory,physicalInventory,historicalSales,salesVelocity7d,salesVelocity30d,inventoryAdjustments,replenishmentDelay,exceptionFrequency,shrinkageIndicator,reorderPoint,safetyStock,isAnomalyLabel,stockoutWithinNext7Days,stockoutOccurred,velocityRatio,velocityAcceleration,leadTimeDemand,daysOfSupply,stockToRopRatio,netAvailableBuffer,safetyStockRatio,businessImpactScore,discrepancyMagnitude
2026-02-23 09:00:00,2026-02-23,278,Dark Chocolate Bar 70% (Batch 28),Snacks & Confectionery,180.17,39,39,33.1,31.2,36.4,0,1,3,0.0368,127,91,0,1,1,0.857,-0.143,31.2,1.25,0.307,7.8,0.429,5621.3,0
2026-02-23 12:00:00,2026-02-23,279,Almond Granola Bites (Batch 28),Snacks & Confectionery,220.46,6,6,11.4,12.0,11.9,0,7,2,0.0111,112,29,0,1,1,1.008,0.008,84.0,0.5,0.054,-78.0,0.207,2645.52,0
2026-02-23 15:00:00,2026-02-23,280,Antibacterial Hand Wash 500ml (Batch 28),Personal Care,138.78,197,197,17.8,19.1,16.2,0,13,1,0.1502,250,40,0,0,0,1.179,0.179,248.3,10.31,0.788,-51.3,4.925,2650.7,0
2026-02-23 18:00:00,2026-02-23,281,Hydrating Shampoo 400ml (Batch 28),Personal Care,303.08,77,77,8.7,9.7,8.2,3,10,3,0.1536,102,20,0,0,0,1.183,0.183,97.0,7.94,0.755,-20.0,3.85,2939.88,0
2026-02-23 21:00:00,2026-02-23,282,Biodegradable Dish Soap 1L (Batch 28),Household & Cleaning,190.35,52,52,14.7,14.6,14.9,0,9,4,0.0784,171,37,0,1,1,0.98,-0.02,131.4,3.56,0.304,-79.4,1.405,2779.11,0
2026-02-24 00:00:00,2026-02-24,283,Microfiber Cleaning Cloths 4-Pack (Batch 28),Household & Cleaning,197.81,120,120,6.0,6.6,6.2,0,8,0,0.0481,64,15,0,0,0,1.064,0.065,52.8,18.18,1.875,67.2,8.0,1305.55,0
2026-02-24 03:00:00,2026-02-24,284,USB-C Fast Charging Cable 2m (Batch 28),Electronics & Accessories,427.55,83,83,10.3,11.4,10.5,0,13,1,0.1634,162,26,0,0,0,1.086,0.086,148.2,7.28,0.512,-65.2,3.192,4874.07,0
2026-02-24 06:00:00,2026-02-24,285,Wireless Optical Mouse (Batch 28),Electronics & Accessories,784.87,110,19,4.2,3.8,3.9,-9,16,7,0.2726,71,9,1,1,1,0.974,-0.026,60.8,28.95,1.549,49.2,12.222,2982.51,91
2026-02-24 09:00:00,2026-02-24,286,Organic Whole Milk 1L (Batch 29),Dairy & Fresh,60.96,117,117,20.2,19.7,18.3,0,1,4,0.0422,63,45,0,1,1,1.076,0.077,19.7,5.94,1.857,97.3,2.6,1200.91,0
2026-02-24 12:00:00,2026-02-24,287,Greek Yogurt 400g (Batch 29),Dairy & Fresh,123.78,265,265,19.9,18.3,21.4,0,2,2,0.0786,95,53,0,0,0,0.855,-0.145,36.6,14.48,2.789,228.4,5.0,2265.17,0
2026-02-24 15:00:00,2026-02-24,288,Artisan Sourdough Bread (Batch 29),Bakery,108.25,47,47,12.8,13.8,12.1,0,1,3,0.0491,42,30,0,1,1,1.14,0.14,13.8,3.41,1.119,33.2,1.567,1493.85,0
2026-02-24 18:00:00,2026-02-24,289,Sparkling Spring Water 500ml (Batch 29),Beverages,38.26,165,165,28.6,25.4,26.8,0,6,1,0.0501,227,67,0,1,1,0.948,-0.052,152.4,6.5,0.727,12.6,2.463,971.8,0
2026-02-24 21:00:00,2026-02-24,290,Cold Pressed Orange Juice 1L (Batch 29),Beverages,171.07,8,8,10.3,10.8,10.9,-5,4,6,0.0225,70,27,0,1,1,0.991,-0.009,43.2,0.74,0.114,-35.2,0.296,1847.56,0
2026-02-25 00:00:00,2026-02-25,291,Premium Arabica Coffee 250g (Batch 29),Packaged Foods,489.7,99,99,6.9,7.6,6.5,0,9,1,0.0183,74,16,0,0,0,1.169,0.169,68.4,13.03,1.338,30.6,6.187,3721.72,0
2026-02-25 03:00:00,2026-02-25,292,Organic Rolled Oats 1kg (Batch 29),Packaged Foods,229.88,78,78,15.0,15.1,15.9,0,8,0,0.06,166,39,0,1,1,0.95,-0.05,120.8,5.17,0.47,-42.8,2.0,3471.19,0
2026-02-25 06:00:00,2026-02-25,293,Dark Chocolate Bar 70% (Batch 29),Snacks & Confectionery,176.38,186,0,15.0,14.7,15.9,-17,14,6,0.2537,261,39,1,1,1,0.925,-0.075,205.8,12.65,0.713,-19.8,4.769,2592.79,186
2026-02-25 09:00:00,2026-02-25,294,Almond Granola Bites (Batch 29),Snacks & Confectionery,237.11,26,26,7.1,7.5,6.5,-10,2,1,0.1884,29,16,0,1,1,1.154,0.154,15.0,3.47,0.897,11.0,1.625,1778.32,0
2026-02-25 12:00:00,2026-02-25,295,Antibacterial Hand Wash 500ml (Batch 29),Personal Care,147.65,48,48,20.9,24.0,19.3,0,5,2,0.0918,144,48,0,1,1,1.244,0.244,120.0,2.0,0.333,-72.0,1.0,3543.6,0
2026-02-25 15:00:00,2026-02-25,296,Hydrating Shampoo 400ml (Batch 29),Personal Care,366.54,258,258,7.8,7.5,8.0,0,10,1,0.0954,100,20,0,0,0,0.937,-0.062,75.0,34.4,2.58,183.0,12.9,2749.05,0
2026-02-25 18:00:00,2026-02-25,297,Biodegradable Dish Soap 1L (Batch 29),Household & Cleaning,217.95,185,185,9.5,9.8,8.8,0,6,1,0.0634,74,22,0,0,0,1.114,0.114,58.8,18.88,2.5,126.2,8.409,2135.91,0
2026-02-25 21:00:00,2026-02-25,298,Microfiber Cleaning Cloths 4-Pack (Batch 29),Household & Cleaning,162.37,156,7,10.2,11.1,10.8,-11,9,8,0.3166,124,27,1,1,1,1.028,0.028,99.9,14.05,1.258,56.1,5.778,1802.31,149
2026-02-26 00:00:00,2026-02-26,299,USB-C Fast Charging Cable 2m (Batch 29),Electronics & Accessories,384.3,118,118,8.3,8.9,7.7,0,11,2,0.013,103,19,0,0,0,1.156,0.156,97.9,13.26,1.146,20.1,6.21,3420.27,0
2026-02-26 03:00:00,2026-02-26,300,Wireless Optical Mouse (Batch 29),Electronics & Accessories,901.22,175,175,8.8,9.0,8.8,0,10,3,0.0406,110,22,0,0,0,1.023,0.023,90.0,19.44,1.591,85.0,7.955,8110.98,0
2026-02-26 06:00:00,2026-02-26,301,Organic Whole Milk 1L (Batch 30),Dairy & Fresh,62.24,281,281,22.7,26.1,20.7,0,1,0,0.0802,71,51,0,0,0,1.261,0.261,26.1,10.77,3.958,254.9,5.51,1624.46,0
2026-02-26 09:00:00,2026-02-26,302,Greek Yogurt 400g (Batch 30),Dairy & Fresh,131.43,125,125,14.1,15.5,14.0,0,4,1,0.0186,91,35,0,0,0,1.107,0.107,62.0,8.06,1.374,63.0,3.571,2037.17,0
2026-02-26 12:00:00,2026-02-26,303,Artisan Sourdough Bread (Batch 30),Bakery,88.38,22,22,12.2,11.5,13.1,0,1,0,0.0525,45,32,0,1,1,0.878,-0.122,11.5,1.91,0.489,10.5,0.687,1016.37,0
2026-02-26 15:00:00,2026-02-26,304,Sparkling Spring Water 500ml (Batch 30),Beverages,38.96,105,5,43.7,46.1,41.9,-9,3,6,0.305,229,104,1,1,1,1.1,0.1,138.3,2.28,0.459,-33.3,1.01,1796.06,100
2026-02-26 18:00:00,2026-02-26,305,Cold Pressed Orange Juice 1L (Batch 30),Beverages,171.32,102,102,12.3,6.5,12.4,0,3,2,0.0263,68,31,0,0,0,0.524,-0.476,19.5,15.69,1.5,82.5,3.29,1113.58,0
2026-02-26 21:00:00,2026-02-26,306,Premium Arabica Coffee 250g (Batch 30),Packaged Foods,472.96,79,79,5.6,4.8,5.1,0,6,1,0.0385,42,12,0,0,0,0.941,-0.059,28.8,16.46,1.881,50.2,6.583,2270.21,0
2026-02-27 00:00:00,2026-02-27,307,Organic Rolled Oats 1kg (Batch 30),Packaged Foods,234.21,104,104,14.3,14.8,14.4,0,19,1,0.0425,309,36,0,0,0,1.028,0.028,281.2,7.03,0.337,-177.2,2.889,3466.31,0
2026-02-27 03:00:00,2026-02-27,308,Dark Chocolate Bar 70% (Batch 30),Snacks & Confectionery,176.08,166,166,23.0,24.8,25.1,0,6,2,0.0195,212,62,0,1,1,0.988,-0.012,148.8,6.69,0.783,17.2,2.677,4366.78,0
2026-02-27 06:00:00,2026-02-27,309,Almond Granola Bites (Batch 30),Snacks & Confectionery,269.43,35,4,5.7,6.4,5.9,-16,1,11,0.1695,19,14,1,1,1,1.085,0.085,6.4,5.47,1.842,28.6,2.5,1724.35,31
2026-02-27 09:00:00,2026-02-27,310,Antibacterial Hand Wash 500ml (Batch 30),Personal Care,156.67,133,133,27.1,31.1,26.3,0,6,3,0.0133,222,65,0,1,1,1.183,0.183,186.6,4.28,0.599,-53.6,2.046,4872.44,0
2026-02-27 12:00:00,2026-02-27,311,Hydrating Shampoo 400ml (Batch 30),Personal Care,313.7,137,137,7.2,6.2,6.9,0,7,3,0.0127,65,17,0,0,0,0.899,-0.101,43.4,22.1,2.108,93.6,8.059,1944.94,0
2026-02-27 15:00:00,2026-02-27,312,Biodegradable Dish Soap 1L (Batch 30),Household & Cleaning,210.71,207,207,17.5,15.6,18.8,-5,4,1,0.0164,122,47,0,0,0,0.83,-0.17,62.4,13.27,1.697,144.6,4.404,3287.08,0
2026-02-27 18:00:00,2026-02-27,313,Microfiber Cleaning Cloths 4-Pack (Batch 30),Household & Cleaning,203.68,83,83,10.7,9.8,10.3,-5,12,2,0.0787,148,25,0,0,0,0.951,-0.049,117.6,8.47,0.561,-34.6,3.32,1996.06,0
2026-02-27 21:00:00,2026-02-27,314,USB-C Fast Charging Cable 2m (Batch 30),Electronics & Accessories,433.91,58,58,9.5,9.9,10.1,0,9,3,0.0261,115,25,0,1,1,0.98,-0.02,89.1,5.86,0.504,-31.1,2.32,4295.71,0
2026-02-28 00:00:00,2026-02-28,315,Wireless Optical Mouse (Batch 30),Electronics & Accessories,754.76,6,6,4.3,4.8,4.5,0,13,1,0.1181,69,11,0,1,1,1.067,0.067,62.4,1.25,0.087,-56.4,0.545,3622.85,0
2026-02-28 03:00:00,2026-02-28,316,Organic Whole Milk 1L (Batch 31),Dairy & Fresh,74.03,160,160,33.4,33.9,30.4,0,4,0,0.0514,197,76,0,1,1,1.115,0.115,135.6,4.72,0.812,24.4,2.105,2509.62,0
2026-02-28 06:00:00,2026-02-28,317,Greek Yogurt 400g (Batch 31),Dairy & Fresh,120.81,10,10,18.3,18.9,19.9,0,2,3,0.0374,88,49,0,1,1,0.95,-0.05,37.8,0.53,0.114,-27.8,0.204,2283.31,0
2026-02-28 09:00:00,2026-02-28,318,Artisan Sourdough Bread (Batch 31),Bakery,96.31,113,113,14.6,14.2,15.7,0,2,1,0.0175,70,39,0,0,0,0.904,-0.096,28.4,7.96,1.614,84.6,2.897,1367.6,0
2026-02-28 12:00:00,2026-02-28,319,Sparkling Spring Water 500ml (Batch 31),Beverages,41.85,309,309,40.0,34.9,43.6,0,9,1,0.0377,501,109,0,0,0,0.8,-0.2,314.1,8.85,0.617,-5.1,2.835,1460.56,0
2026-02-28 15:00:00,2026-02-28,320,Cold Pressed Orange Juice 1L (Batch 31),Beverages,162.49,191,191,20.4,22.1,22.0,0,5,2,0.1659,165,55,0,0,0,1.005,0.005,110.5,8.64,1.158,80.5,3.473,3591.03,0
2026-02-28 18:00:00,2026-02-28,321,Premium Arabica Coffee 250g (Batch 31),Packaged Foods,495.08,46,46,8.8,9.2,9.1,0,6,3,0.0072,76,22,0,1,1,1.011,0.011,55.2,5.0,0.605,-9.2,2.091,4554.74,0
2026-02-28 21:00:00,2026-02-28,322,Organic Rolled Oats 1kg (Batch 31),Packaged Foods,235.89,139,31,12.1,12.5,11.5,-15,7,9,0.1372,108,28,1,1,1,1.087,0.087,87.5,11.12,1.287,51.5,4.964,2948.62,108
2026-03-01 00:00:00,2026-03-01,323,Dark Chocolate Bar 70% (Batch 31),Snacks & Confectionery,148.41,421,421,18.4,17.6,16.7,3,4,1,0.0345,107,41,0,0,0,1.054,0.054,70.4,23.92,3.935,350.6,10.268,2612.02,0
2026-03-01 03:00:00,2026-03-01,324,Almond Granola Bites (Batch 31),Snacks & Confectionery,248.4,175,175,11.0,9.5,10.3,-5,9,2,0.115,117,25,0,0,0,0.922,-0.078,85.5,18.42,1.496,89.5,7.0,2359.8,0
2026-03-01 06:00:00,2026-03-01,325,Antibacterial Hand Wash 500ml (Batch 31),Personal Care,135.95,19,19,11.4,10.8,10.5,-5,5,1,0.0377,78,26,0,1,1,1.029,0.029,54.0,1.76,0.244,-35.0,0.731,1468.26,0
2026-03-01 09:00:00,2026-03-01,326,Hydrating Shampoo 400ml (Batch 31),Personal Care,309.75,360,360,10.6,11.7,11.4,0,6,1,0.0094,96,28,0,0,0,1.026,0.026,70.2,30.77,3.75,289.8,12.857,3624.08,0
2026-03-01 12:00:00,2026-03-01,327,Biodegradable Dish Soap 1L (Batch 31),Household & Cleaning,207.4,5,5,9.5,10.3,10.3,0,1,2,0.0497,35,25,0,1,1,1.0,0.0,10.3,0.49,0.143,-5.3,0.2,2136.22,0
2026-03-01 15:00:00,2026-03-01,328,Microfiber Cleaning Cloths 4-Pack (Batch 31),Household & Cleaning,178.28,80,80,7.0,6.5,7.3,0,13,2,0.005,112,18,0,0,0,0.89,-0.11,84.5,12.31,0.714,-4.5,4.444,1158.82,0
2026-03-01 18:00:00,2026-03-01,329,USB-C Fast Charging Cable 2m (Batch 31),Electronics & Accessories,440.54,103,103,10.6,10.5,10.7,0,8,1,0.0719,111,26,0,0,0,0.981,-0.019,84.0,9.81,0.928,19.0,3.962,4625.67,0
2026-03-01 21:00:00,2026-03-01,330,Wireless Optical Mouse (Batch 31),Electronics & Accessories,885.57,406,406,9.4,10.7,8.8,0,14,1,0.0132,145,22,0,0,0,1.216,0.216,149.8,37.94,2.8,256.2,18.454,9475.6,0
2026-03-02 00:00:00,2026-03-02,331,Organic Whole Milk 1L (Batch 32),Dairy & Fresh,59.82,96,96,16.0,15.3,16.3,0,2,2,0.0757,72,40,0,1,1,0.939,-0.061,30.6,6.27,1.333,65.4,2.4,915.25,0
2026-03-02 03:00:00,2026-03-02,332,Greek Yogurt 400g (Batch 32),Dairy & Fresh,136.22,94,94,20.4,19.3,21.9,0,4,1,0.0054,141,54,0,1,1,0.881,-0.119,77.2,4.87,0.667,16.8,1.741,2629.05,0
2026-03-02 06:00:00,2026-03-02,333,Artisan Sourdough Bread (Batch 32),Bakery,88.38,1,1,18.3,9.0,19.7,0,2,1,0.0108,88,49,0,1,1,0.457,-0.543,18.0,0.11,0.011,-17.0,0.02,795.42,0
2026-03-02 09:00:00,2026-03-02,334,Sparkling Spring Water 500ml (Batch 32),Beverages,40.32,760,760,49.2,71.0,45.7,0,8,3,0.0325,479,114,0,0,0,1.554,0.554,568.0,10.7,1.587,192.0,6.667,2862.72,0
2026-03-02 12:00:00,2026-03-02,335,Cold Pressed Orange Juice 1L (Batch 32),Beverages,192.51,126,126,19.2,17.4,19.1,0,1,0,0.0376,66,47,0,0,0,0.911,-0.089,17.4,7.24,1.909,108.6,2.681,3349.67,0
2026-03-02 15:00:00,2026-03-02,336,Premium Arabica Coffee 250g (Batch 32),Packaged Foods,436.55,9,9,10.8,11.3,11.6,-2,10,0,0.0332,145,29,0,1,1,0.974,-0.026,113.0,0.8,0.062,-104.0,0.31,4933.02,0
2026-03-02 18:00:00,2026-03-02,337,Organic Rolled Oats 1kg (Batch 32),Packaged Foods,218.14,76,76,11.1,17.2,10.2,0,5,0,0.1552,76,25,0,1,1,1.686,0.686,86.0,4.42,1.0,-10.0,3.04,3752.01,0
2026-03-02 21:00:00,2026-03-02,338,Dark Chocolate Bar 70% (Batch 32),Snacks & Confectionery,175.43,422,422,25.1,22.7,26.7,0,6,3,0.0973,226,66,0,0,0,0.85,-0.15,136.2,18.59,1.867,285.8,6.394,3982.26,0
2026-03-03 00:00:00,2026-03-03,339,Almond Granola Bites (Batch 32),Snacks & Confectionery,240.64,224,224,13.2,14.2,14.2,0,6,1,0.0101,120,35,0,0,0,1.0,0.0,85.2,15.77,1.867,138.8,6.4,3417.09,0
2026-03-03 03:00:00,2026-03-03,340,Antibacterial Hand Wash 500ml (Batch 32),Personal Care,137.93,37,37,15.2,19.8,14.9,0,7,1,0.0969,141,37,0,1,1,1.329,0.329,138.6,1.87,0.262,-101.6,1.0,2731.01,0
2026-03-03 06:00:00,2026-03-03,341,Hydrating Shampoo 400ml (Batch 32),Personal Care,293.25,104,25,12.3,10.7,12.8,-10,5,11,0.2533,96,32,1,1,1,0.836,-0.164,53.5,9.72,1.083,50.5,3.25,3137.77,79
2026-03-03 09:00:00,2026-03-03,342,Biodegradable Dish Soap 1L (Batch 32),Household & Cleaning,176.29,51,51,4.8,5.5,4.8,0,3,0,0.0495,26,12,0,0,0,1.146,0.146,16.5,9.27,1.962,34.5,4.25,969.59,0
2026-03-03 12:00:00,2026-03-03,343,Microfiber Cleaning Cloths 4-Pack (Batch 32),Household & Cleaning,203.86,10,10,7.7,7.1,7.8,-2,10,1,0.0762,97,19,0,1,1,0.91,-0.09,71.0,1.41,0.103,-61.0,0.526,1447.41,0
2026-03-03 15:00:00,2026-03-03,344,USB-C Fast Charging Cable 2m (Batch 32),Electronics & Accessories,385.3,182,182,8.4,12.4,9.1,-2,9,1,0.0451,103,22,0,0,0,1.363,0.363,111.6,14.68,1.767,70.4,8.273,4777.72,0
2026-03-03 18:00:00,2026-03-03,345,Wireless Optical Mouse (Batch 32),Electronics & Accessories,769.65,71,71,5.7,5.9,5.8,0,11,0,0.104,77,14,0,0,0,1.017,0.017,64.9,12.03,0.922,6.1,5.071,4540.94,0
2026-03-03 21:00:00,2026-03-03,346,Organic Whole Milk 1L (Batch 33),Dairy & Fresh,74.3,46,46,11.7,12.0,11.3,0,1,2,0.0646,39,28,0,1,1,1.062,0.062,12.0,3.83,1.179,34.0,1.643,891.6,0
2026-03-04 00:00:00,2026-03-04,347,Greek Yogurt 400g (Batch 33),Dairy & Fresh,124.0,48,48,17.3,19.1,17.6,0,6,1,0.0221,149,44,0,1,1,1.085,0.085,114.6,2.51,0.322,-66.6,1.091,2368.4,0
2026-03-04 03:00:00,2026-03-04,348,Artisan Sourdough Bread (Batch 33),Bakery,97.2,62,3,21.9,21.9,22.6,-14,1,8,0.2439,78,56,1,1,1,0.969,-0.031,21.9,2.83,0.795,40.1,1.107,2128.68,59
2026-03-04 06:00:00,2026-03-04,349,Sparkling Spring Water 500ml (Batch 33),Beverages,38.54,27,27,21.3,18.4,22.9,-2,5,3,0.0597,171,57,0,1,1,0.803,-0.197,92.0,1.47,0.158,-65.0,0.474,709.14,0
2026-03-04 09:00:00,2026-03-04,350,Cold Pressed Orange Juice 1L (Batch 33),Beverages,196.01,41,41,11.0,11.8,10.5,0,4,1,0.0269,68,26,0,1,1,1.124,0.124,47.2,3.47,0.603,-6.2,1.577,2312.92,0
